;o;d;t;n
2832;52.0;251.0;1.0;5.0
2833;52.0;252.0;1.0;5.0
2834;52.0;253.0;1.0;5.0
2835;52.0;254.0;1.0;5.0
2836;52.0;255.0;1.0;5.0
2837;52.0;264.0;1.0;5.0
2838;52.0;266.0;1.0;5.0
2839;52.0;267.0;1.0;5.0
2840;52.0;268.0;1.0;5.0
2841;52.0;270.0;1.0;5.0
2842;52.0;271.0;1.0;5.0
2843;52.0;277.0;1.0;5.0
2844;52.0;278.0;1.0;5.0
2845;52.0;281.0;1.0;5.0
2846;52.0;283.0;1.0;5.0
2847;52.0;284.0;1.0;5.0
2848;52.0;286.0;1.0;5.0
2849;53.0;58.0;0.0;0.0
2850;53.0;59.0;0.0;0.0
2851;53.0;60.0;0.0;0.0
2852;53.0;61.0;0.0;0.0
2853;53.0;62.0;0.0;0.0
2854;53.0;63.0;0.0;0.0
2855;53.0;65.0;0.0;0.0
2856;53.0;71.0;0.0;0.0
2857;53.0;74.0;0.0;0.0
2858;53.0;76.0;0.0;0.0
2859;53.0;78.0;0.0;0.0
2860;53.0;85.0;1.0;1.0
2861;53.0;87.0;1.0;1.0
2862;53.0;88.0;1.0;1.0
2863;53.0;89.0;1.0;1.0
2864;53.0;90.0;1.0;1.0
2865;53.0;92.0;1.0;1.0
2866;53.0;93.0;1.0;1.0
2867;53.0;97.0;1.0;1.0
2868;53.0;99.0;1.0;1.0
2869;53.0;101.0;1.0;1.0
2870;53.0;103.0;1.0;1.0
2871;53.0;105.0;1.0;1.0
2872;53.0;106.0;1.0;1.0
2873;53.0;109.0;1.0;1.0
2874;53.0;116.0;1.0;1.0
2875;53.0;117.0;1.0;1.0
2876;53.0;118.0;1.0;1.0
2877;53.0;119.0;1.0;1.0
2878;53.0;129.0;1.0;2.0
2879;53.0;130.0;1.0;2.0
2880;53.0;131.0;1.0;2.0
2881;53.0;132.0;1.0;2.0
2882;53.0;133.0;1.0;2.0
2883;53.0;135.0;1.0;2.0
2884;53.0;140.0;1.0;2.0
2885;53.0;141.0;1.0;2.0
2886;53.0;143.0;1.0;2.0
2887;53.0;147.0;1.0;2.0
2888;53.0;149.0;1.0;2.0
2889;53.0;151.0;1.0;2.0
2890;53.0;153.0;1.0;2.0
2891;53.0;155.0;1.0;2.0
2892;53.0;158.0;1.0;2.0
2893;53.0;161.0;1.0;2.0
2894;53.0;163.0;1.0;2.0
2895;53.0;164.0;1.0;2.0
2896;53.0;165.0;1.0;2.0
2897;53.0;171.0;1.0;3.0
2898;53.0;172.0;1.0;3.0
2899;53.0;173.0;1.0;3.0
2900;53.0;174.0;1.0;3.0
2901;53.0;175.0;1.0;3.0
2902;53.0;176.0;1.0;3.0
2903;53.0;183.0;1.0;3.0
2904;53.0;184.0;1.0;3.0
2905;53.0;186.0;1.0;3.0
2906;53.0;187.0;1.0;3.0
2907;53.0;189.0;1.0;3.0
2908;53.0;190.0;1.0;3.0
2909;53.0;192.0;1.0;3.0
2910;53.0;194.0;1.0;3.0
2911;53.0;197.0;1.0;3.0
2912;53.0;202.0;1.0;3.0
2913;53.0;203.0;1.0;3.0
2914;53.0;204.0;1.0;3.0
2915;53.0;205.0;1.0;3.0
2916;53.0;206.0;1.0;3.0
2917;53.0;211.0;1.0;4.0
2918;53.0;212.0;1.0;4.0
2919;53.0;214.0;1.0;4.0
2920;53.0;215.0;1.0;4.0
2921;53.0;216.0;1.0;4.0
2922;53.0;217.0;1.0;4.0
2923;53.0;219.0;1.0;4.0
2924;53.0;224.0;1.0;4.0
2925;53.0;225.0;1.0;4.0
2926;53.0;228.0;1.0;4.0
2927;53.0;229.0;1.0;4.0
2928;53.0;231.0;1.0;4.0
2929;53.0;232.0;1.0;4.0
2930;53.0;234.0;1.0;4.0
2931;53.0;236.0;1.0;4.0
2932;53.0;240.0;1.0;4.0
2933;53.0;246.0;1.0;4.0
2934;53.0;250.0;1.0;5.0
2935;53.0;251.0;1.0;5.0
2936;53.0;252.0;1.0;5.0
2937;53.0;253.0;1.0;5.0
2938;53.0;254.0;1.0;5.0
2939;53.0;255.0;1.0;5.0
2940;53.0;264.0;1.0;5.0
2941;53.0;266.0;1.0;5.0
2942;53.0;267.0;1.0;5.0
2943;53.0;268.0;1.0;5.0
2944;53.0;270.0;1.0;5.0
2945;53.0;271.0;1.0;5.0
2946;53.0;277.0;1.0;5.0
2947;53.0;278.0;1.0;5.0
2948;53.0;281.0;1.0;5.0
2949;53.0;283.0;1.0;5.0
2950;53.0;284.0;1.0;5.0
2951;53.0;286.0;1.0;5.0
2952;54.0;59.0;0.0;0.0
2953;54.0;60.0;0.0;0.0
2954;54.0;61.0;0.0;0.0
2955;54.0;62.0;0.0;0.0
2956;54.0;63.0;0.0;0.0
2957;54.0;65.0;0.0;0.0
2958;54.0;71.0;0.0;0.0
2959;54.0;74.0;0.0;0.0
2960;54.0;76.0;0.0;0.0
2961;54.0;78.0;0.0;0.0
2962;54.0;85.0;1.0;1.0
2963;54.0;87.0;1.0;1.0
2964;54.0;88.0;1.0;1.0
2965;54.0;89.0;1.0;1.0
2966;54.0;90.0;1.0;1.0
2967;54.0;92.0;1.0;1.0
2968;54.0;93.0;1.0;1.0
2969;54.0;97.0;1.0;1.0
2970;54.0;99.0;1.0;1.0
2971;54.0;101.0;1.0;1.0
2972;54.0;103.0;1.0;1.0
2973;54.0;105.0;1.0;1.0
2974;54.0;106.0;1.0;1.0
2975;54.0;109.0;1.0;1.0
2976;54.0;116.0;1.0;1.0
2977;54.0;117.0;1.0;1.0
2978;54.0;118.0;1.0;1.0
2979;54.0;119.0;1.0;1.0
2980;54.0;129.0;1.0;2.0
2981;54.0;130.0;1.0;2.0
2982;54.0;131.0;1.0;2.0
2983;54.0;132.0;1.0;2.0
2984;54.0;133.0;1.0;2.0
2985;54.0;135.0;1.0;2.0
2986;54.0;140.0;1.0;2.0
2987;54.0;141.0;1.0;2.0
2988;54.0;143.0;1.0;2.0
2989;54.0;147.0;1.0;2.0
2990;54.0;149.0;1.0;2.0
2991;54.0;151.0;1.0;2.0
2992;54.0;153.0;1.0;2.0
2993;54.0;155.0;1.0;2.0
2994;54.0;158.0;1.0;2.0
2995;54.0;161.0;1.0;2.0
2996;54.0;163.0;1.0;2.0
2997;54.0;164.0;1.0;2.0
2998;54.0;165.0;1.0;2.0
2999;54.0;171.0;1.0;3.0
3000;54.0;172.0;1.0;3.0
3001;54.0;173.0;1.0;3.0
3002;54.0;174.0;1.0;3.0
3003;54.0;175.0;1.0;3.0
3004;54.0;176.0;1.0;3.0
3005;54.0;183.0;1.0;3.0
3006;54.0;184.0;1.0;3.0
3007;54.0;186.0;1.0;3.0
3008;54.0;187.0;1.0;3.0
3009;54.0;189.0;1.0;3.0
3010;54.0;190.0;1.0;3.0
3011;54.0;192.0;1.0;3.0
3012;54.0;194.0;1.0;3.0
3013;54.0;197.0;1.0;3.0
3014;54.0;202.0;1.0;3.0
3015;54.0;203.0;1.0;3.0
3016;54.0;204.0;1.0;3.0
3017;54.0;205.0;1.0;3.0
3018;54.0;206.0;1.0;3.0
3019;54.0;211.0;1.0;4.0
3020;54.0;212.0;1.0;4.0
3021;54.0;214.0;1.0;4.0
3022;54.0;215.0;1.0;4.0
3023;54.0;216.0;1.0;4.0
3024;54.0;217.0;1.0;4.0
3025;54.0;219.0;1.0;4.0
3026;54.0;224.0;1.0;4.0
3027;54.0;225.0;1.0;4.0
3028;54.0;228.0;1.0;4.0
3029;54.0;229.0;1.0;4.0
3030;54.0;231.0;1.0;4.0
3031;54.0;232.0;1.0;4.0
3032;54.0;234.0;1.0;4.0
3033;54.0;236.0;1.0;4.0
3034;54.0;240.0;1.0;4.0
3035;54.0;246.0;1.0;4.0
3036;54.0;250.0;1.0;5.0
3037;54.0;251.0;1.0;5.0
3038;54.0;252.0;1.0;5.0
3039;54.0;253.0;1.0;5.0
3040;54.0;254.0;1.0;5.0
3041;54.0;255.0;1.0;5.0
3042;54.0;264.0;1.0;5.0
3043;54.0;266.0;1.0;5.0
3044;54.0;267.0;1.0;5.0
3045;54.0;268.0;1.0;5.0
3046;54.0;270.0;1.0;5.0
3047;54.0;271.0;1.0;5.0
3048;54.0;277.0;1.0;5.0
3049;54.0;278.0;1.0;5.0
3050;54.0;281.0;1.0;5.0
3051;54.0;283.0;1.0;5.0
3052;54.0;284.0;1.0;5.0
3053;54.0;286.0;1.0;5.0
3054;55.0;62.0;0.0;0.0
3055;55.0;63.0;0.0;0.0
3056;55.0;65.0;0.0;0.0
3057;55.0;71.0;0.0;0.0
3058;55.0;74.0;0.0;0.0
3059;55.0;76.0;0.0;0.0
3060;55.0;78.0;0.0;0.0
3061;55.0;85.0;1.0;1.0
3062;55.0;87.0;1.0;1.0
3063;55.0;88.0;1.0;1.0
3064;55.0;89.0;1.0;1.0
3065;55.0;90.0;1.0;1.0
3066;55.0;92.0;1.0;1.0
3067;55.0;93.0;1.0;1.0
3068;55.0;97.0;1.0;1.0
3069;55.0;99.0;1.0;1.0
3070;55.0;101.0;1.0;1.0
3071;55.0;103.0;1.0;1.0
3072;55.0;105.0;1.0;1.0
3073;55.0;106.0;1.0;1.0
3074;55.0;109.0;1.0;1.0
3075;55.0;116.0;1.0;1.0
3076;55.0;117.0;1.0;1.0
3077;55.0;118.0;1.0;1.0
3078;55.0;119.0;1.0;1.0
3079;55.0;129.0;1.0;2.0
3080;55.0;130.0;1.0;2.0
3081;55.0;131.0;1.0;2.0
3082;55.0;132.0;1.0;2.0
3083;55.0;133.0;1.0;2.0
3084;55.0;135.0;1.0;2.0
3085;55.0;140.0;1.0;2.0
3086;55.0;141.0;1.0;2.0
3087;55.0;143.0;1.0;2.0
3088;55.0;147.0;1.0;2.0
3089;55.0;149.0;1.0;2.0
3090;55.0;151.0;1.0;2.0
3091;55.0;153.0;1.0;2.0
3092;55.0;155.0;1.0;2.0
3093;55.0;158.0;1.0;2.0
3094;55.0;161.0;1.0;2.0
3095;55.0;163.0;1.0;2.0
3096;55.0;164.0;1.0;2.0
3097;55.0;165.0;1.0;2.0
3098;55.0;171.0;1.0;3.0
3099;55.0;172.0;1.0;3.0
3100;55.0;173.0;1.0;3.0
3101;55.0;174.0;1.0;3.0
3102;55.0;175.0;1.0;3.0
3103;55.0;176.0;1.0;3.0
3104;55.0;183.0;1.0;3.0
3105;55.0;184.0;1.0;3.0
3106;55.0;186.0;1.0;3.0
3107;55.0;187.0;1.0;3.0
3108;55.0;189.0;1.0;3.0
3109;55.0;190.0;1.0;3.0
3110;55.0;192.0;1.0;3.0
3111;55.0;194.0;1.0;3.0
3112;55.0;197.0;1.0;3.0
3113;55.0;202.0;1.0;3.0
3114;55.0;203.0;1.0;3.0
3115;55.0;204.0;1.0;3.0
3116;55.0;205.0;1.0;3.0
3117;55.0;206.0;1.0;3.0
3118;55.0;211.0;1.0;4.0
3119;55.0;212.0;1.0;4.0
3120;55.0;214.0;1.0;4.0
3121;55.0;215.0;1.0;4.0
3122;55.0;216.0;1.0;4.0
3123;55.0;217.0;1.0;4.0
3124;55.0;219.0;1.0;4.0
3125;55.0;224.0;1.0;4.0
3126;55.0;225.0;1.0;4.0
3127;55.0;228.0;1.0;4.0
3128;55.0;229.0;1.0;4.0
3129;55.0;231.0;1.0;4.0
3130;55.0;232.0;1.0;4.0
3131;55.0;234.0;1.0;4.0
3132;55.0;236.0;1.0;4.0
3133;55.0;240.0;1.0;4.0
3134;55.0;246.0;1.0;4.0
3135;55.0;250.0;1.0;5.0
3136;55.0;251.0;1.0;5.0
3137;55.0;252.0;1.0;5.0
3138;55.0;253.0;1.0;5.0
3139;55.0;254.0;1.0;5.0
3140;55.0;255.0;1.0;5.0
3141;55.0;264.0;1.0;5.0
3142;55.0;266.0;1.0;5.0
3143;55.0;267.0;1.0;5.0
3144;55.0;268.0;1.0;5.0
3145;55.0;270.0;1.0;5.0
3146;55.0;271.0;1.0;5.0
3147;55.0;277.0;1.0;5.0
3148;55.0;278.0;1.0;5.0
3149;55.0;281.0;1.0;5.0
3150;55.0;283.0;1.0;5.0
3151;55.0;284.0;1.0;5.0
3152;55.0;286.0;1.0;5.0
3153;56.0;65.0;0.0;0.0
3154;56.0;71.0;0.0;0.0
3155;56.0;74.0;0.0;0.0
3156;56.0;76.0;0.0;0.0
3157;56.0;78.0;0.0;0.0
3158;56.0;85.0;1.0;1.0
3159;56.0;87.0;1.0;1.0
3160;56.0;88.0;1.0;1.0
3161;56.0;89.0;1.0;1.0
3162;56.0;90.0;1.0;1.0
3163;56.0;92.0;1.0;1.0
3164;56.0;93.0;1.0;1.0
3165;56.0;97.0;1.0;1.0
3166;56.0;99.0;1.0;1.0
3167;56.0;101.0;1.0;1.0
3168;56.0;103.0;1.0;1.0
3169;56.0;105.0;1.0;1.0
3170;56.0;106.0;1.0;1.0
3171;56.0;109.0;1.0;1.0
3172;56.0;116.0;1.0;1.0
3173;56.0;117.0;1.0;1.0
3174;56.0;118.0;1.0;1.0
3175;56.0;119.0;1.0;1.0
3176;56.0;129.0;1.0;2.0
3177;56.0;130.0;1.0;2.0
3178;56.0;131.0;1.0;2.0
3179;56.0;132.0;1.0;2.0
3180;56.0;133.0;1.0;2.0
3181;56.0;135.0;1.0;2.0
3182;56.0;140.0;1.0;2.0
3183;56.0;141.0;1.0;2.0
3184;56.0;143.0;1.0;2.0
3185;56.0;147.0;1.0;2.0
3186;56.0;149.0;1.0;2.0
3187;56.0;151.0;1.0;2.0
3188;56.0;153.0;1.0;2.0
3189;56.0;155.0;1.0;2.0
3190;56.0;158.0;1.0;2.0
3191;56.0;161.0;1.0;2.0
3192;56.0;163.0;1.0;2.0
3193;56.0;164.0;1.0;2.0
3194;56.0;165.0;1.0;2.0
3195;56.0;171.0;1.0;3.0
3196;56.0;172.0;1.0;3.0
3197;56.0;173.0;1.0;3.0
3198;56.0;174.0;1.0;3.0
3199;56.0;175.0;1.0;3.0
3200;56.0;176.0;1.0;3.0
3201;56.0;183.0;1.0;3.0
3202;56.0;184.0;1.0;3.0
3203;56.0;186.0;1.0;3.0
3204;56.0;187.0;1.0;3.0
3205;56.0;189.0;1.0;3.0
3206;56.0;190.0;1.0;3.0
3207;56.0;192.0;1.0;3.0
3208;56.0;194.0;1.0;3.0
3209;56.0;197.0;1.0;3.0
3210;56.0;202.0;1.0;3.0
3211;56.0;203.0;1.0;3.0
3212;56.0;204.0;1.0;3.0
3213;56.0;205.0;1.0;3.0
3214;56.0;206.0;1.0;3.0
3215;56.0;211.0;1.0;4.0
3216;56.0;212.0;1.0;4.0
3217;56.0;214.0;1.0;4.0
3218;56.0;215.0;1.0;4.0
3219;56.0;216.0;1.0;4.0
3220;56.0;217.0;1.0;4.0
3221;56.0;219.0;1.0;4.0
3222;56.0;224.0;1.0;4.0
3223;56.0;225.0;1.0;4.0
3224;56.0;228.0;1.0;4.0
3225;56.0;229.0;1.0;4.0
3226;56.0;231.0;1.0;4.0
3227;56.0;232.0;1.0;4.0
3228;56.0;234.0;1.0;4.0
3229;56.0;236.0;1.0;4.0
3230;56.0;240.0;1.0;4.0
3231;56.0;246.0;1.0;4.0
3232;56.0;250.0;1.0;5.0
3233;56.0;251.0;1.0;5.0
3234;56.0;252.0;1.0;5.0
3235;56.0;253.0;1.0;5.0
3236;56.0;254.0;1.0;5.0
3237;56.0;255.0;1.0;5.0
3238;56.0;264.0;1.0;5.0
3239;56.0;266.0;1.0;5.0
3240;56.0;267.0;1.0;5.0
3241;56.0;268.0;1.0;5.0
3242;56.0;270.0;1.0;5.0
3243;56.0;271.0;1.0;5.0
3244;56.0;277.0;1.0;5.0
3245;56.0;278.0;1.0;5.0
3246;56.0;281.0;1.0;5.0
3247;56.0;283.0;1.0;5.0
3248;56.0;284.0;1.0;5.0
3249;56.0;286.0;1.0;5.0
3250;57.0;62.0;0.0;0.0
3251;57.0;63.0;0.0;0.0
3252;57.0;65.0;0.0;0.0
3253;57.0;71.0;0.0;0.0
3254;57.0;74.0;0.0;0.0
3255;57.0;76.0;0.0;0.0
3256;57.0;78.0;0.0;0.0
3257;57.0;85.0;1.0;1.0
3258;57.0;87.0;1.0;1.0
3259;57.0;88.0;1.0;1.0
3260;57.0;89.0;1.0;1.0
3261;57.0;90.0;1.0;1.0
3262;57.0;92.0;1.0;1.0
3263;57.0;93.0;1.0;1.0
3264;57.0;97.0;1.0;1.0
3265;57.0;99.0;1.0;1.0
3266;57.0;101.0;1.0;1.0
3267;57.0;103.0;1.0;1.0
3268;57.0;105.0;1.0;1.0
3269;57.0;106.0;1.0;1.0
3270;57.0;109.0;1.0;1.0
3271;57.0;116.0;1.0;1.0
3272;57.0;117.0;1.0;1.0
3273;57.0;118.0;1.0;1.0
3274;57.0;119.0;1.0;1.0
3275;57.0;129.0;1.0;2.0
3276;57.0;130.0;1.0;2.0
3277;57.0;131.0;1.0;2.0
3278;57.0;132.0;1.0;2.0
3279;57.0;133.0;1.0;2.0
3280;57.0;135.0;1.0;2.0
3281;57.0;140.0;1.0;2.0
3282;57.0;141.0;1.0;2.0
3283;57.0;143.0;1.0;2.0
3284;57.0;147.0;1.0;2.0
3285;57.0;149.0;1.0;2.0
3286;57.0;151.0;1.0;2.0
3287;57.0;153.0;1.0;2.0
3288;57.0;155.0;1.0;2.0
3289;57.0;158.0;1.0;2.0
3290;57.0;161.0;1.0;2.0
3291;57.0;163.0;1.0;2.0
3292;57.0;164.0;1.0;2.0
3293;57.0;165.0;1.0;2.0
3294;57.0;171.0;1.0;3.0
3295;57.0;172.0;1.0;3.0
3296;57.0;173.0;1.0;3.0
3297;57.0;174.0;1.0;3.0
3298;57.0;175.0;1.0;3.0
3299;57.0;176.0;1.0;3.0
3300;57.0;183.0;1.0;3.0
3301;57.0;184.0;1.0;3.0
3302;57.0;186.0;1.0;3.0
3303;57.0;187.0;1.0;3.0
3304;57.0;189.0;1.0;3.0
3305;57.0;190.0;1.0;3.0
3306;57.0;192.0;1.0;3.0
3307;57.0;194.0;1.0;3.0
3308;57.0;197.0;1.0;3.0
3309;57.0;202.0;1.0;3.0
3310;57.0;203.0;1.0;3.0
3311;57.0;204.0;1.0;3.0
3312;57.0;205.0;1.0;3.0
3313;57.0;206.0;1.0;3.0
3314;57.0;211.0;1.0;4.0
3315;57.0;212.0;1.0;4.0
3316;57.0;214.0;1.0;4.0
3317;57.0;215.0;1.0;4.0
3318;57.0;216.0;1.0;4.0
3319;57.0;217.0;1.0;4.0
3320;57.0;219.0;1.0;4.0
3321;57.0;224.0;1.0;4.0
3322;57.0;225.0;1.0;4.0
3323;57.0;228.0;1.0;4.0
3324;57.0;229.0;1.0;4.0
3325;57.0;231.0;1.0;4.0
3326;57.0;232.0;1.0;4.0
3327;57.0;234.0;1.0;4.0
3328;57.0;236.0;1.0;4.0
3329;57.0;240.0;1.0;4.0
3330;57.0;246.0;1.0;4.0
3331;57.0;250.0;1.0;5.0
3332;57.0;251.0;1.0;5.0
3333;57.0;252.0;1.0;5.0
3334;57.0;253.0;1.0;5.0
3335;57.0;254.0;1.0;5.0
3336;57.0;255.0;1.0;5.0
3337;57.0;264.0;1.0;5.0
3338;57.0;266.0;1.0;5.0
3339;57.0;267.0;1.0;5.0
3340;57.0;268.0;1.0;5.0
3341;57.0;270.0;1.0;5.0
3342;57.0;271.0;1.0;5.0
3343;57.0;277.0;1.0;5.0
3344;57.0;278.0;1.0;5.0
3345;57.0;281.0;1.0;5.0
3346;57.0;283.0;1.0;5.0
3347;57.0;284.0;1.0;5.0
3348;57.0;286.0;1.0;5.0
3349;58.0;66.0;0.0;0.0
3350;59.0;64.0;0.0;0.0
3351;60.0;67.0;0.0;0.0
3352;61.0;69.0;0.0;0.0
3353;61.0;102.0;0.0;1.0
3354;61.0;144.0;0.0;2.0
3355;61.0;207.0;0.0;4.0
3356;61.0;274.0;0.0;5.0
3357;62.0;68.0;0.0;0.0
3358;63.0;70.0;0.0;0.0
3359;63.0;96.0;0.0;1.0
3360;63.0;139.0;0.0;2.0
3361;63.0;182.0;0.0;3.0
3362;63.0;258.0;0.0;5.0
3363;63.0;262.0;0.0;5.0
3364;63.0;279.0;0.0;5.0
3365;64.0;71.0;0.0;0.0
3366;64.0;74.0;0.0;0.0
3367;64.0;76.0;0.0;0.0
3368;64.0;78.0;0.0;0.0
3369;64.0;85.0;1.0;1.0
3370;64.0;87.0;1.0;1.0
3371;64.0;88.0;1.0;1.0
3372;64.0;89.0;1.0;1.0
3373;64.0;90.0;1.0;1.0
3374;64.0;92.0;1.0;1.0
3375;64.0;93.0;1.0;1.0
3376;64.0;97.0;1.0;1.0
3377;64.0;99.0;1.0;1.0
3378;64.0;101.0;1.0;1.0
3379;64.0;103.0;1.0;1.0
3380;64.0;105.0;1.0;1.0
3381;64.0;106.0;1.0;1.0
3382;64.0;109.0;1.0;1.0
3383;64.0;116.0;1.0;1.0
3384;64.0;117.0;1.0;1.0
3385;64.0;118.0;1.0;1.0
3386;64.0;119.0;1.0;1.0
3387;64.0;129.0;1.0;2.0
3388;64.0;130.0;1.0;2.0
3389;64.0;131.0;1.0;2.0
3390;64.0;132.0;1.0;2.0
3391;64.0;133.0;1.0;2.0
3392;64.0;135.0;1.0;2.0
3393;64.0;140.0;1.0;2.0
3394;64.0;141.0;1.0;2.0
3395;64.0;143.0;1.0;2.0
3396;64.0;147.0;1.0;2.0
3397;64.0;149.0;1.0;2.0
3398;64.0;151.0;1.0;2.0
3399;64.0;153.0;1.0;2.0
3400;64.0;155.0;1.0;2.0
3401;64.0;158.0;1.0;2.0
3402;64.0;161.0;1.0;2.0
3403;64.0;163.0;1.0;2.0
3404;64.0;164.0;1.0;2.0
3405;64.0;165.0;1.0;2.0
3406;64.0;171.0;1.0;3.0
3407;64.0;172.0;1.0;3.0
3408;64.0;173.0;1.0;3.0
3409;64.0;174.0;1.0;3.0
3410;64.0;175.0;1.0;3.0
3411;64.0;176.0;1.0;3.0
3412;64.0;183.0;1.0;3.0
3413;64.0;184.0;1.0;3.0
3414;64.0;186.0;1.0;3.0
3415;64.0;187.0;1.0;3.0
3416;64.0;189.0;1.0;3.0
3417;64.0;190.0;1.0;3.0
3418;64.0;192.0;1.0;3.0
3419;64.0;194.0;1.0;3.0
3420;64.0;197.0;1.0;3.0
3421;64.0;202.0;1.0;3.0
3422;64.0;203.0;1.0;3.0
3423;64.0;204.0;1.0;3.0
3424;64.0;205.0;1.0;3.0
3425;64.0;206.0;1.0;3.0
3426;64.0;211.0;1.0;4.0
3427;64.0;212.0;1.0;4.0
3428;64.0;214.0;1.0;4.0
3429;64.0;215.0;1.0;4.0
3430;64.0;216.0;1.0;4.0
3431;64.0;217.0;1.0;4.0
3432;64.0;219.0;1.0;4.0
3433;64.0;224.0;1.0;4.0
3434;64.0;225.0;1.0;4.0
3435;64.0;228.0;1.0;4.0
3436;64.0;229.0;1.0;4.0
3437;64.0;231.0;1.0;4.0
3438;64.0;232.0;1.0;4.0
3439;64.0;234.0;1.0;4.0
3440;64.0;236.0;1.0;4.0
3441;64.0;240.0;1.0;4.0
3442;64.0;246.0;1.0;4.0
3443;64.0;250.0;1.0;5.0
3444;64.0;251.0;1.0;5.0
3445;64.0;252.0;1.0;5.0
3446;64.0;253.0;1.0;5.0
3447;64.0;254.0;1.0;5.0
3448;64.0;255.0;1.0;5.0
3449;64.0;264.0;1.0;5.0
3450;64.0;266.0;1.0;5.0
3451;64.0;267.0;1.0;5.0
3452;64.0;268.0;1.0;5.0
3453;64.0;270.0;1.0;5.0
3454;64.0;271.0;1.0;5.0
3455;64.0;277.0;1.0;5.0
3456;64.0;278.0;1.0;5.0
3457;64.0;281.0;1.0;5.0
3458;64.0;283.0;1.0;5.0
3459;64.0;284.0;1.0;5.0
3460;64.0;286.0;1.0;5.0
3461;65.0;72.0;0.0;0.0
3462;65.0;81.0;0.0;1.0
3463;65.0;113.0;0.0;1.0
3464;65.0;123.0;0.0;2.0
3465;65.0;156.0;0.0;2.0
3466;65.0;167.0;0.0;3.0
3467;65.0;198.0;0.0;3.0
3468;65.0;209.0;0.0;4.0
3469;66.0;77.0;0.0;0.0
3470;67.0;74.0;0.0;0.0
3471;67.0;76.0;0.0;0.0
3472;67.0;78.0;0.0;0.0
3473;67.0;85.0;1.0;1.0
3474;67.0;87.0;1.0;1.0
3475;67.0;88.0;1.0;1.0
3476;67.0;89.0;1.0;1.0
3477;67.0;90.0;1.0;1.0
3478;67.0;92.0;1.0;1.0
3479;67.0;93.0;1.0;1.0
3480;67.0;97.0;1.0;1.0
3481;67.0;99.0;1.0;1.0
3482;67.0;101.0;1.0;1.0
3483;67.0;103.0;1.0;1.0
3484;67.0;105.0;1.0;1.0
3485;67.0;106.0;1.0;1.0
3486;67.0;109.0;1.0;1.0
3487;67.0;116.0;1.0;1.0
3488;67.0;117.0;1.0;1.0
3489;67.0;118.0;1.0;1.0
3490;67.0;119.0;1.0;1.0
3491;67.0;129.0;1.0;2.0
3492;67.0;130.0;1.0;2.0
3493;67.0;131.0;1.0;2.0
3494;67.0;132.0;1.0;2.0
3495;67.0;133.0;1.0;2.0
3496;67.0;135.0;1.0;2.0
3497;67.0;140.0;1.0;2.0
3498;67.0;141.0;1.0;2.0
3499;67.0;143.0;1.0;2.0
3500;67.0;147.0;1.0;2.0
3501;67.0;149.0;1.0;2.0
3502;67.0;151.0;1.0;2.0
3503;67.0;153.0;1.0;2.0
3504;67.0;155.0;1.0;2.0
3505;67.0;158.0;1.0;2.0
3506;67.0;161.0;1.0;2.0
3507;67.0;163.0;1.0;2.0
3508;67.0;164.0;1.0;2.0
3509;67.0;165.0;1.0;2.0
3510;67.0;171.0;1.0;3.0
3511;67.0;172.0;1.0;3.0
3512;67.0;173.0;1.0;3.0
3513;67.0;174.0;1.0;3.0
3514;67.0;175.0;1.0;3.0
3515;67.0;176.0;1.0;3.0
3516;67.0;183.0;1.0;3.0
3517;67.0;184.0;1.0;3.0
3518;67.0;186.0;1.0;3.0
3519;67.0;187.0;1.0;3.0
3520;67.0;189.0;1.0;3.0
3521;67.0;190.0;1.0;3.0
3522;67.0;192.0;1.0;3.0
3523;67.0;194.0;1.0;3.0
3524;67.0;197.0;1.0;3.0
3525;67.0;202.0;1.0;3.0
3526;67.0;203.0;1.0;3.0
3527;67.0;204.0;1.0;3.0
3528;67.0;205.0;1.0;3.0
3529;67.0;206.0;1.0;3.0
3530;67.0;211.0;1.0;4.0
3531;67.0;212.0;1.0;4.0
3532;67.0;214.0;1.0;4.0
3533;67.0;215.0;1.0;4.0
3534;67.0;216.0;1.0;4.0
3535;67.0;217.0;1.0;4.0
3536;67.0;219.0;1.0;4.0
3537;67.0;224.0;1.0;4.0
3538;67.0;225.0;1.0;4.0
3539;67.0;228.0;1.0;4.0
3540;67.0;229.0;1.0;4.0
3541;67.0;231.0;1.0;4.0
3542;67.0;232.0;1.0;4.0
3543;67.0;234.0;1.0;4.0
3544;67.0;236.0;1.0;4.0
3545;67.0;240.0;1.0;4.0
3546;67.0;246.0;1.0;4.0
3547;67.0;250.0;1.0;5.0
3548;67.0;251.0;1.0;5.0
3549;67.0;252.0;1.0;5.0
3550;67.0;253.0;1.0;5.0
3551;67.0;254.0;1.0;5.0
3552;67.0;255.0;1.0;5.0
3553;67.0;264.0;1.0;5.0
3554;67.0;266.0;1.0;5.0
3555;67.0;267.0;1.0;5.0
3556;67.0;268.0;1.0;5.0
3557;67.0;270.0;1.0;5.0
3558;67.0;271.0;1.0;5.0
3559;67.0;277.0;1.0;5.0
3560;67.0;278.0;1.0;5.0
3561;67.0;281.0;1.0;5.0
3562;67.0;283.0;1.0;5.0
3563;67.0;284.0;1.0;5.0
3564;67.0;286.0;1.0;5.0
3565;68.0;79.0;0.0;0.0
3566;69.0;74.0;0.0;0.0
3567;69.0;76.0;0.0;0.0
